Index,Accel X (LSB),Accel Y (LSB),Accel Z (LSB),Gyro X (LSB),Gyro Y (LSB),Gyro Z (LSB),Compass X (LSB),Compass Y (LSB),Compass Z (LSB),Temperature,
16177,1548,-3556,16560,116,335,-57,-36,221,321,32,38012,
16178,1576,-3016,16696,187,255,-290,-36,221,321,32,38012,
16179,1444,-3364,17136,273,-442,-578,-29,216,316,32,23635,
16180,892,-3056,15800,-500,418,-595,-29,216,316,32,47596,
16181,876,-3500,16660,-68,-155,-1086,-30,225,310,32,47596,
16182,916,-3516,15648,1293,339,-1270,-36,216,311,32,42804,
16183,888,-2904,16288,404,46,-847,-36,216,311,32,47596,
16184,1240,-3524,16136,153,177,-1053,-31,211,321,32,42804,
16185,648,-2804,15288,788,1762,-520,-33,215,315,32,57181,
16186,1772,-2796,15940,2779,2110,-739,-36,211,313,32,38012,
16187,464,-2336,17148,6365,1500,-683,-33,225,310,32,47596,
16188,668,-116,18708,21125,-1662,-1096,-33,225,310,32,47596,
16189,-600,524,13672,32677,-814,1563,-33,225,310,32,47596,
16190,244,5468,17876,32767,-2252,5699,-22,296,295,32,47596,
16191,1208,9468,20448,32767,-6147,10740,-40,383,252,32,38012,
16192,148,620,13980,31990,-2535,5487,-40,383,252,32,23635,
16193,1972,7488,7676,9977,1705,1424,-40,383,252,32,47596,
16194,3208,15052,9260,7315,435,2271,-49,458,146,32,42804,
16195,3884,12320,10760,1418,-1435,539,-70,473,133,32,47596,
16196,4572,17800,10400,1185,-3101,2655,-62,473,131,32,57181,
16197,2216,13036,6984,859,-1135,2478,-62,473,131,32,47596,
16198,2620,10712,8260,-2470,393,-600,-62,473,131,32,1405,
16199,3144,12788,7204,-964,1895,-467,-72,473,126,32,1405,
16200,3268,11400,9152,-1711,2736,-1761,-63,472,137,32,42804,
16201,2772,11608,10280,-1494,1854,-2637,-63,472,137,32,28427,
16202,2300,13044,8600,-661,2498,-1975,-68,464,132,32,42804,
16203,2332,11560,12752,-791,-313,-2973,-68,464,132,32,42804,
16204,2484,13872,9468,499,-1443,-1755,-48,467,140,32,47596,
16205,1160,10112,6904,-2359,1188,-3541,-48,472,142,32,38012,
16206,2036,14512,9316,-1070,473,-1772,-40,462,137,32,38012,
16207,1264,14556,9452,1400,290,-61,-40,462,137,32,42804,
16208,612,10532,11288,-1594,-660,-2658,-44,455,141,32,57181,
16209,944,16060,10176,963,-878,-145,-39,455,141,32,09258,
16210,980,13124,9740,2068,-132,225,-39,455,141,32,47596,
16211,964,9872,9696,-1156,-275,-3011,-45,469,140,32,61973,
16212,1368,14116,8240,-218,1047,-2205,-45,469,140,32,47596,
16213,1384,14780,9460,1711,1009,111,-34,455,143,32,28427,
16214,1692,11088,12492,-2321,-1921,-1107,-38,456,137,32,1405,
16215,764,14160,8356,-1469,-967,-266,-33,454,140,32,61973,
16216,1328,12456,9956,-2850,-994,136,-35,467,147,32,28427,
16217,1272,11852,9708,-1650,-862,-630,-35,467,147,32,38012,
16218,2024,14388,9556,1408,-1154,855,-35,456,152,32,38012,
16219,2624,13232,8916,-955,483,1080,-35,456,152,32,47596,
16220,1760,11700,8692,-5583,2610,-1093,-45,454,152,32,23635,
16221,2464,14708,11484,-5608,2540,-555,-35,451,167,32,38012,
16222,1800,13344,10652,-3474,2907,1107,-35,451,167,32,42804,
16223,1584,10620,12160,-4073,2937,790,-30,438,167,32,38012,
16224,1572,10488,13124,-3677,2393,622,-24,437,176,32,38012,
16225,720,9772,12752,-3412,2490,67,-21,442,186,32,42804,
16226,440,10476,12144,-3040,2382,68,-19,442,183,32,42804,
16227,1316,11948,12968,-1151,675,1546,-19,442,183,32,1405,
16228,220,10580,10784,-884,1121,2361,-19,442,183,32,42804,
16229,-596,9104,12048,-1045,1338,1506,-21,429,196,32,42804,
16230,-292,10408,12372,878,98,1986,-25,427,182,32,42804,
16231,-1188,9964,10540,1756,1130,2166,-34,434,196,32,28427,
16232,-996,9536,12608,1853,476,1411,-34,434,196,32,28427,
16233,-1416,10068,13524,1020,-652,874,-40,438,177,32,28427,
16234,-688,12296,12252,2463,-1512,1832,-36,434,173,32,47596,
16235,-268,10620,11412,1230,-1294,1078,-40,438,175,32,47596,
16236,280,10156,10224,-817,-304,-657,-40,438,175,32,57181,
16237,784,11636,10616,-529,328,-489,-40,438,175,32,42804,
16238,872,11644,10972,-59,644,-1,-40,438,175,32,23635,
16239,800,10684,12444,-77,-34,-239,-42,439,168,32,28427,
16240,668,10636,11160,-376,235,-453,-38,430,177,32,38012,
16241,648,10352,10716,-715,1085,-805,-38,430,177,32,38012,
16242,612,11092,11396,-297,1116,-424,-31,426,176,32,38012,
16243,552,11224,12752,-238,328,-128,-28,443,180,32,38012,
16244,100,11492,11964,-368,75,57,-34,434,176,32,42804,
16245,568,11368,11808,499,134,346,-34,434,176,32,47596,
16246,420,10348,12088,-575,91,-128,-34,434,176,32,42804,
16247,156,10972,11684,-625,233,-203,-29,431,168,32,28427,
16248,272,10948,12084,-424,681,-98,-31,426,181,32,04466,
16249,464,10560,12432,-268,355,-488,-25,443,175,32,42804,
16250,640,11340,12532,-1656,-109,87,-22,435,175,32,61973,
16251,728,10368,13580,-5055,-2073,-817,-22,435,175,32,42804,
16252,704,10756,11852,-16551,-1912,-2381,-35,433,182,32,42804,
16253,1064,7064,13504,-31309,-2367,-7659,-30,412,205,32,47596,
16254,-660,3900,15072,-32768,1426,-11449,-30,412,205,32,1405,
16255,1736,8984,9208,-32768,8298,-6330,-17,286,290,32,1405,
16256,40,-232,19920,-32768,5758,-4109,-17,286,290,32,42804,
16257,-516,-2776,16968,-27233,1980,620,15,204,300,32,38012,
16258,-1860,-16176,16892,-22023,-3216,-2510,1,143,286,32,38012,
16259,-1372,-12220,15464,-20609,-6426,-4660,5,99,282,32,47596,
16260,-884,-9584,12420,-9509,-8609,-4213,-21,69,273,32,42804,
16261,-360,-12604,10032,-11001,-5388,-3207,-21,69,273,32,42804,
16262,680,-11784,10160,-7541,-4686,-1816,-25,52,257,32,66766,
16263,996,-12880,9884,-2858,-3781,-1915,-25,52,257,32,47596,
16264,908,-12712,8784,-2531,-901,-510,-49,32,261,32,57181,
16265,1156,-13704,9544,-1373,578,-592,-49,32,261,32,38012,
16266,1988,-13212,12000,-2178,-672,-753,-42,24,258,32,42804,
16267,1740,-12352,10000,-1608,-213,-62,-42,24,258,32,42804,
16268,1748,-13416,10244,29,-42,-343,-48,23,242,32,42804,
16269,1952,-13784,11244,-1390,-1126,-544,-45,26,255,32,23635,
16270,1672,-12728,9360,-825,-541,-255,-45,26,255,32,04466,
16271,1800,-12900,9468,187,-448,-179,-47,9,251,32,23635,
16272,1592,-13796,9912,-888,-553,-341,-47,9,251,32,1405,
16273,1788,-13020,9268,-822,-240,-135,-59,11,248,32,38012,
16274,1572,-13704,10212,-954,-454,-221,-48,2,247,32,42804,
16275,1944,-13492,10172,-874,-788,-489,-48,2,247,32,42804,
16276,1696,-13560,9172,-1224,-27,-302,-48,2,247,32,38012,
16277,2300,-13080,9780,5,-359,-170,-47,9,243,32,38012,
16278,1820,-13780,9160,-781,289,-75,-54,3,236,32,66766,
16279,1984,-13312,9220,-66,202,50,-54,6,246,32,09258,
16280,1852,-13616,9584,-47,-40,-61,-54,6,246,32,28427,
16281,1888,-13380,9552,276,-5,-109,-54,6,246,32,47596,
16282,1916,-13040,9368,537,34,184,-56,10,240,32,42804,
16283,1792,-13460,9284,407,343,173,-50,15,247,32,42804,
16284,2016,-13276,9520,896,254,137,-50,15,247,32,28427,
16285,2008,-13508,9876,755,150,24,-50,15,247,32,38012,
16286,1888,-13456,9688,1144,95,-35,-59,9,248,32,42804,
16287,1824,-13520,9352,589,402,-131,-47,22,241,32,23635,
16288,1960,-13360,9636,-80,974,-19,-54,3,248,32,47596,
16289,2000,-13168,10256,-69,198,4,-54,3,248,32,28427,
16290,1816,-13292,10196,-968,5,-155,-54,3,248,32,47596,
16291,1776,-13248,9816,-1316,58,-12,-58,18,237,32,42804,
16292,1896,-13548,9864,-835,-144,-139,-44,9,246,32,28427,
16293,1724,-13344,9120,-727,-63,-150,-44,9,246,32,42804,
16294,1836,-13404,9660,106,-50,-308,-44,11,246,32,42804,
16295,1872,-12976,9464,866,232,97,-44,11,246,32,1405,
16296,1728,-13356,9632,5,230,35,-56,0,247,32,38012,
16297,1780,-12988,9608,848,290,339,-39,14,246,32,47596,
16298,1428,-12596,9780,1787,480,635,-39,14,246,32,28427,
16299,944,-13144,10396,2160,-9,587,-39,14,246,32,57181,
16300,400,-13176,10316,2315,230,602,-52,19,246,32,47596,
16301,-268,-12360,10508,4197,182,406,-50,21,252,32,42804,
16302,-236,-12180,10700,3823,493,377,-50,21,252,32,42804,
16303,-492,-12356,11340,3601,188,-611,-50,23,257,32,28427,
16304,-404,-9568,10160,3440,1210,653,-50,23,257,32,38012,
16305,732,-12480,13536,3995,-547,-416,-40,34,262,32,47596,
16306,608,-12316,10332,2254,1220,-931,-48,42,265,32,42804,
16307,1588,-11804,13076,3492,770,-832,-48,42,265,32,42804,
16308,2744,-12780,14364,3349,-1968,-1111,-48,55,270,32,42804,
16309,2632,-11380,11844,877,-1097,-1243,-48,55,270,32,47596,
16310,3488,-11724,14232,2714,-3274,-2392,-59,66,276,32,28427,
16311,3832,-11768,14560,1205,-4159,-1228,-59,66,276,32,23635,
16312,2760,-11612,10776,-529,-3012,-1385,-67,51,291,32,42804,
16313,4040,-10864,12504,-129,-3402,597,-66,52,287,32,47596,
16314,3872,-12968,12924,-1482,-4375,56,-66,52,287,32,47596,
16315,3676,-12172,10564,-901,-3292,-771,-73,57,297,32,47596,
16316,5272,-9496,11552,-2187,-3762,2390,-73,57,297,32,42804,
16317,4552,-12220,10604,-2330,-1690,1218,-81,47,285,32,42804,
16318,4692,-12336,10520,-21,-1436,774,-86,36,287,32,47596,
16319,4416,-12000,10296,-1497,-516,1511,-86,36,287,32,38012,
16320,3608,-12708,10376,-576,-1492,701,-86,36,287,32,47596,
16321,3776,-12428,9852,-1015,-1251,662,-91,42,277,32,47596,
16322,3812,-11412,10444,-1577,-1454,1094,-92,48,291,32,42804,
16323,3584,-12708,11172,-525,-2213,-242,-91,36,285,32,47596,
16324,3480,-11984,10276,-249,-1703,-231,-91,36,285,32,42804,
16325,3656,-12332,10656,-946,-1405,-575,-91,36,285,32,61973,
16326,3532,-12908,10924,-887,-1644,-1008,-96,34,287,32,42804,
16327,3900,-12480,11232,-90,-1691,-1011,-101,34,287,32,47596,
16328,4196,-11536,10132,-434,-841,-477,-101,34,287,32,66766,
16329,4304,-12048,9820,-8,233,-297,-106,34,280,32,57181,
16330,4552,-12056,10920,289,184,-128,-108,32,281,32,61973,
16331,4680,-11880,11388,109,188,155,-104,44,297,32,66766,
16332,4592,-11888,11780,-30,92,517,-108,35,278,33,09896,
16333,4084,-12764,11608,-653,-294,7,-108,35,278,33,14688,
16334,4332,-11920,11136,-921,-226,184,-108,35,278,32,95519,
16335,4768,-11804,11252,-488,-282,97,-103,32,283,33,14688,
16336,4440,-12092,10676,-537,-77,263,-103,22,291,33,09896,
16337,4136,-12336,10184,94,300,165,-104,23,277,33,19481,
16338,4088,-12472,10616,-202,636,138,-104,23,277,33,29065,
16339,4712,-12384,12232,90,-562,-107,-104,23,277,33,53027,
16340,4276,-12524,10808,-1095,107,26,-104,34,280,33,53027,
16341,4536,-11908,11652,-110,-288,337,-103,27,271,33,53027,
16342,4096,-12724,10976,-689,-295,55,-95,22,283,33,43442,
16343,4400,-12300,10924,-189,-48,29,-95,22,283,33,43442,
16344,4380,-11936,10964,570,-40,230,-95,22,283,33,62611,
16345,4308,-12924,11204,-524,52,2,-108,24,281,33,8178,
16346,4000,-12644,10628,118,229,-316,-101,23,287,33,8178,
16347,4476,-12188,11072,-23,287,-131,-105,30,276,33,72196,
16348,4332,-11824,10976,265,467,393,-105,30,276,33,86573,
16349,3944,-12908,10772,-367,612,-21,-110,24,291,33,8178,
16350,4328,-12528,11608,-560,263,-296,-105,24,278,33,86573,
16351,4416,-12048,11584,-446,-15,-187,-103,24,273,34,05742,
16352,4128,-12444,10944,62,-120,-350,-99,26,262,34,24911,
16353,4112,-12492,11264,-342,-158,-358,-99,26,262,34,24911,
16354,4088,-12280,10432,-363,197,-222,-99,26,262,34,15326,
16355,4092,-12580,11352,458,-454,-617,-103,19,283,34,24911,
16356,3944,-12464,9820,-435,456,-415,-104,18,275,34,00949,
16357,3960,-12400,9856,83,969,-356,-104,18,275,34,39288,
16358,3992,-12520,10376,1006,1160,-619,-99,18,275,34,24911,
16359,4324,-12220,10840,807,1309,-655,-99,18,275,34,24911,
16360,4200,-12112,10476,1172,1479,-423,-100,27,281,34,48872,
16361,4208,-12184,11268,1978,1113,-436,-95,22,281,34,39288,
16362,4104,-12728,11296,1000,1007,-791,-95,22,281,34,53665,
16363,3984,-12116,10732,1387,1588,-732,-95,30,281,34,39288,
16364,4248,-11880,12088,1546,1204,-563,-95,30,281,34,34496,
16365,4048,-11480,11476,1024,1069,-221,-90,30,283,34,24911,
16366,4020,-11092,11556,1001,1462,327,-94,28,282,34,24911,
16367,4332,-11804,12832,228,659,173,-94,28,282,34,39288,
16368,3880,-11456,12232,312,391,286,-90,40,288,34,15326,
16369,3684,-12308,12336,-143,67,-196,-90,40,288,34,00949,
16370,3760,-11848,11788,-22,57,-337,-82,30,286,34,05742,
16371,3636,-11800,10640,-107,629,-293,-87,30,286,33,86573,
16372,3948,-12128,11672,-98,674,-458,-87,30,286,33,96157,
16373,3988,-11752,11688,-389,580,-448,-84,39,282,33,86573,
16374,4252,-11048,12060,-161,43,-214,-84,39,282,33,96157,
16375,4036,-11572,11172,29,138,-56,-89,44,282,33,86573,
16376,4040,-11132,11200,203,64,469,-87,30,296,33,86573,
16377,3900,-11764,11588,634,-445,339,-87,30,296,33,96157,
16378,3428,-11644,10940,816,-294,387,-82,45,286,33,8178,
16379,3192,-11596,10932,311,410,648,-82,45,286,33,8178,
16380,3092,-12120,11636,434,639,330,-77,40,288,33,67403,
16381,3420,-11448,12092,944,326,170,-80,38,283,33,62611,
16382,3396,-11672,11836,242,422,110,-80,38,283,33,67403,
16383,3256,-12284,10816,82,881,-100,-85,45,293,33,62611,
16384,3720,-12204,11536,404,732,-532,-85,45,293,33,8178,
16385,3864,-11416,11508,144,394,-494,-81,39,287,33,67403,
16386,3484,-11544,10900,249,618,-539,-81,39,287,33,53027,
16387,3812,-11204,11464,374,506,-426,-72,30,286,33,48235,
16388,3576,-10328,11040,475,1367,220,-86,34,287,33,43442,
16389,3752,-10468,13320,871,318,370,-76,39,290,33,48235,
16390,3360,-10604,12612,1088,-326,945,-76,47,290,33,53027,
16391,2696,-11856,12432,344,-411,995,-76,47,290,33,53027,
16392,2576,-12332,11804,553,-272,49,-89,42,290,33,29065,
16393,2984,-11064,12004,380,-112,107,-73,42,292,33,33857,
16394,2992,-11180,12508,352,-402,19,-77,43,286,33,53027,
16395,2936,-11052,11996,457,-591,-101,-80,48,298,33,43442,
16396,3292,-10788,11784,398,-581,382,-80,48,298,33,33857,
16397,3392,-10600,11704,498,-551,760,-85,48,293,33,43442,
16398,3744,-10980,11828,177,-452,1042,-85,48,293,33,19481,
16399,3640,-11268,12744,1536,-1583,1156,-80,61,296,33,19481,
16400,3180,-11948,11820,1033,-1452,1000,-78,47,280,33,09896,
16401,3388,-11272,12224,746,-1319,1394,-78,47,280,33,43442,
16402,3056,-11696,11924,553,-1237,1373,-80,51,288,33,19481,
16403,3380,-11264,11216,258,-484,1916,-80,51,288,33,19481,
16404,3480,-11220,11524,-919,-132,2072,-78,47,300,33,19481,
16405,3516,-11040,10896,572,-726,1343,-76,49,297,33,48235,
16406,3408,-10816,10824,228,-211,1195,-76,49,297,33,14688,
16407,3236,-11344,11168,593,-293,459,-76,55,300,33,19481,
16408,3476,-11320,12080,1093,-575,234,-82,45,301,33,19481,
16409,3408,-11600,12280,1380,-632,21,-91,55,312,33,14688,
16410,3036,-10992,12696,781,-455,339,-76,57,305,33,14688,
16411,2828,-11116,12412,720,-237,482,-76,57,305,33,14688,
16412,2752,-11052,12116,323,-276,750,-76,57,305,33,19481,
16413,2968,-11256,12596,496,-633,568,-87,74,296,33,19481,
16414,3076,-10960,11904,160,-376,413,-75,64,308,33,29065,
16415,3100,-11280,12576,229,-517,-68,-75,64,308,33,19481,
16416,2876,-10788,12568,362,-1060,-285,-85,61,296,33,09896,
16417,2720,-11068,11836,-73,-607,-689,-85,61,296,33,14688,
16418,3448,-10564,11752,541,-619,-777,-85,56,298,33,00312,
16419,3752,-10288,12072,334,-392,-433,-95,66,303,33,19481,
16420,3920,-10116,12600,379,-371,62,-95,66,303,33,19481,
16421,3668,-10860,12748,27,-551,-104,-84,65,295,33,09896,
16422,3364,-11052,12184,-177,-441,-243,-86,76,312,32,90727,
16423,3276,-10964,12392,-94,-661,-632,-86,52,302,32,95519,
16424,3404,-10792,11604,35,-360,-746,-92,66,308,33,09896,
16425,3464,-10472,11868,-19,-135,-592,-92,66,308,33,29065,
16426,3684,-10572,11956,37,187,-348,-92,66,308,33,00312,
16427,3720,-10516,12520,71,-87,-101,-104,68,307,33,09896,
16428,3760,-10984,12240,9,-242,-226,-98,64,303,33,14688,
16429,3804,-11028,11856,-287,-117,-315,-92,66,303,33,09896,
16430,4076,-10544,11812,561,-386,-329,-92,66,303,33,09896,
16431,4012,-10784,11888,560,-328,-332,-92,66,303,33,09896,
16432,4044,-10312,12032,44,175,23,-98,64,301,32,90727,
16433,3936,-10548,12584,-104,110,106,-82,74,311,33,00312,
16434,3904,-10836,12884,257,-546,-60,-85,64,306,32,95519,
16435,3864,-10944,12176,103,-436,-130,-85,64,306,33,14688,
16436,3764,-11032,12364,249,-687,-432,-94,60,312,32,90727,
16437,4008,-10400,12128,466,-781,-282,-92,64,308,32,90727,
16438,4100,-10148,11352,-134,-316,84,-110,61,311,32,95519,
16439,4144,-10184,11568,-151,228,268,-110,61,311,33,09896,
16440,4088,-10516,12208,212,-50,-52,-110,61,311,33,00312,
16441,4036,-10672,12160,406,-252,-155,-109,81,312,32,90727,
16442,3964,-10492,11772,191,125,-172,-100,69,306,32,95519,
16443,4196,-10156,12308,219,-124,-70,-101,63,310,32,90727,
16444,3988,-10204,12092,225,191,102,-101,63,310,33,09896,
16445,4076,-10604,12524,510,11,24,-101,63,310,33,00312,
16446,3952,-10780,12460,-264,71,-55,-101,63,302,32,95519,
16447,4328,-10512,12468,149,-175,-112,-92,59,311,32,95519,
16448,4224,-10408,12228,-65,-145,121,-94,63,305,33,09896,
16449,4248,-10480,12536,-60,-386,57,-94,63,305,32,90727,
16450,4136,-10340,12196,-41,-259,179,-101,63,302,33,00312,
16451,3972,-10384,12244,71,-173,321,-99,68,307,32,81142,
16452,4068,-10512,12348,173,-258,401,-104,78,305,33,00312,
16453,3956,-10500,12148,13,-208,489,-104,78,305,32,90727,
16454,3972,-10692,12424,-300,-296,274,-104,78,305,32,95519,
16455,3908,-10736,12252,-236,-494,86,-104,68,307,32,90727,
16456,4052,-10236,12048,-186,-657,97,-98,77,301,32,90727,
16457,4204,-9956,12116,-497,-737,160,-103,66,311,33,09896,
16458,4452,-10436,11832,-278,-293,39,-103,66,311,32,90727,
16459,3884,-10720,11940,-73,-227,-19,-103,66,311,32,7635,
16460,4140,-10400,11748,463,63,83,-108,59,296,32,81142,
16461,4176,-10736,11676,166,170,0,-95,74,301,32,61973,
16462,4160,-10548,11848,140,273,251,-95,74,301,32,90727,
16463,3844,-10836,12136,216,244,113,-105,74,298,32,61973,
16464,4088,-10728,12532,45,-214,-69,-105,74,298,32,90727,
16465,4100,-10720,12256,-329,61,91,-98,59,303,32,95519,
16466,4268,-10524,12444,-287,-242,71,-100,77,306,32,66766,
16467,3972,-10660,12056,-237,-334,143,-100,77,306,32,90727,
16468,3844,-10840,11564,-536,86,100,-105,72,303,32,90727,
16469,4216,-10820,12396,-150,-287,-97,-105,72,303,32,81142,
16470,3868,-10616,11476,-121,78,-1,-94,65,310,32,57181,
16471,3992,-10584,11508,279,577,-33,-94,65,310,32,61973,
16472,3948,-10824,11756,83,337,-119,-91,68,307,32,90727,
16473,3948,-10644,11824,232,408,-244,-91,68,307,32,90727,
16474,4032,-10744,12048,363,393,-204,-103,72,293,32,7635,
16475,4136,-10372,12376,521,336,44,-90,64,301,32,90727,
16476,4232,-10456,12688,472,238,314,-90,64,301,32,90727,
16477,4192,-10188,13272,154,56,784,-99,68,302,32,7635,
16478,3956,-11056,13072,-490,-481,665,-99,68,302,32,66766,
16479,3796,-10700,12200,-95,-654,624,-104,65,310,32,66766,
16480,3552,-11124,12200,-646,-1045,168,-96,63,295,32,81142,
16481,3512,-10540,11296,22,-876,-78,-106,65,292,32,66766,
16482,4100,-10420,11948,646,-840,-119,-98,64,298,32,90727,
16483,4316,-10592,11616,-553,-334,-10,-98,64,298,32,66766,
16484,4396,-10340,11284,-147,-34,258,-106,65,302,32,81142,
16485,4112,-10892,11048,475,350,518,-106,65,302,32,81142,
16486,3760,-11160,10928,-216,1125,901,-108,69,303,32,90727,
16487,3552,-11160,11196,42,1083,915,-99,70,312,32,61973,
16488,3632,-10564,12052,-214,899,1357,-99,70,312,32,90727,
16489,3360,-11068,12580,-676,502,1211,-94,68,300,32,81142,
16490,3064,-11456,11832,-665,382,987,-100,66,301,32,95519,
16491,3128,-12360,12112,-326,266,83,-94,65,295,32,81142,
16492,3844,-11624,12044,-821,-394,-228,-95,64,306,32,90727,
16493,3564,-10984,11548,-1104,-232,-287,-95,64,306,32,66766,
16494,3548,-10688,11664,-978,-79,-490,-95,64,306,32,66766,
16495,3492,-10996,11004,-570,492,-668,-96,63,292,32,66766,
16496,3336,-10908,11240,-591,1156,-856,-100,56,286,32,66766,
16497,3640,-11024,12144,-280,888,-1064,-91,65,297,32,7635,
16498,3584,-11176,12492,-37,206,-1462,-91,65,297,32,57181,
16499,3296,-11184,10664,541,534,-1624,-91,65,297,32,81142,
16500,2960,-10928,10724,654,1495,-1441,-92,59,298,32,90727,
16501,3808,-10256,12744,1288,644,-824,-98,64,303,32,66766,
16502,3888,-11092,12188,3975,-817,-1329,-98,64,303,32,57181,
16503,3572,-10900,11880,4820,-960,-1409,-98,64,303,32,61973,
16504,4360,-9436,13092,6028,-2138,-443,-103,74,306,32,61973,
16505,4672,-10444,13756,8824,-4058,-1925,-101,84,305,32,7635,
16506,4192,-9464,11988,5538,-2555,-1583,-104,102,305,32,7635,
16507,4960,-8092,12900,1223,-668,-37,-104,102,305,32,81142,
16508,4964,-9108,13584,200,-1063,-584,-104,102,305,32,66766,
16509,4676,-8520,12284,-303,-429,-298,-110,114,321,32,61973,
16510,4872,-7972,12772,227,2,145,-110,101,313,32,66766,
16511,5076,-7656,13520,828,-612,597,-118,114,311,32,66766,
16512,4632,-8748,12104,1287,527,33,-118,114,311,32,81142,
16513,5008,-8156,14124,1781,-101,-11,-127,110,317,32,47596,
16514,4820,-8264,14056,675,206,-287,-112,112,320,32,66766,
16515,4464,-8516,13604,923,235,-1437,-113,114,308,32,7635,
16516,4644,-8300,14124,1358,-303,-1946,-113,114,308,32,66766,
16517,5016,-8332,13280,475,74,-2382,-113,114,308,32,7635,
16518,5580,-6984,13688,1185,897,-1762,-108,119,311,32,61973,
16519,5384,-7120,13996,628,524,-1368,-115,111,321,32,90727,
16520,5552,-7636,14024,-1223,1322,-1615,-115,116,316,32,95519,
16521,6264,-6392,14464,318,246,-539,-115,119,313,32,7635,
16522,6180,-7892,13420,813,691,-877,-115,119,313,32,66766,
16523,5876,-7312,13752,-1661,1670,553,-105,122,316,32,66766,
16524,5956,-7624,15372,277,-1151,733,-112,123,315,32,90727,
16525,5060,-8056,12964,-1148,-265,1088,-112,123,315,32,66766,
16526,5160,-8272,14232,-1727,319,1242,-114,123,322,32,7635,
16527,5136,-8032,14804,-797,-1713,815,-114,123,322,32,66766,
16528,4776,-7908,12780,-599,-1501,1042,-108,127,318,32,66766,
16529,4944,-8100,13520,-407,-1896,1107,-108,119,313,32,61973,
16530,4524,-8504,12856,-651,-1835,917,-110,106,313,32,81142,
16531,5048,-7944,14232,-728,-2386,1612,-128,108,316,32,57181,
16532,4788,-8364,13636,207,-2522,2144,-128,108,316,32,57181,
16533,4744,-9008,13336,-775,-1926,2400,-127,115,307,32,95519,
16534,4844,-8796,12756,-146,-1558,2525,-127,115,307,32,66766,
