Index,Accel X (LSB),Accel Y (LSB),Accel Z (LSB),Gyro X (LSB),Gyro Y (LSB),Gyro Z (LSB),Compass X (LSB),Compass Y (LSB),Compass Z (LSB),Temperature,
23328,432,-692,16460,3,-40,-2,-118,221,233,31,18205,
23329,412,-616,16428,-8,-55,29,-118,221,233,31,37374,
23330,432,-636,16444,29,-32,15,-123,221,233,31,51751,
23331,396,-712,16652,8,-43,31,-115,221,248,31,18205,
23332,412,-644,16388,17,-40,27,-105,227,231,31,37374,
23333,392,-568,16376,24,-63,5,-105,227,231,31,18205,
23334,336,-552,16424,18,-23,13,-122,220,240,31,22997,
23335,292,-532,16436,50,-41,-11,-104,228,237,31,37374,
23336,320,-624,16524,32,-37,5,-122,225,230,31,18205,
23337,296,-596,16388,28,-85,21,-115,227,236,31,37374,
23338,356,-564,16420,27,-30,3,-115,227,236,31,22997,
23339,316,-620,16376,8,-18,7,-114,220,240,31,22997,
23340,356,-648,16476,13,-40,4,-123,224,238,31,42166,
23341,376,-580,16532,28,-50,55,-123,224,238,31,32582,
23342,408,-652,16440,26,-44,-18,-117,225,235,31,37374,
23343,348,-556,16448,33,-41,1,-117,225,235,31,37374,
23344,384,-504,16396,45,-49,26,-119,225,237,31,22997,
23345,320,-564,16448,-13,-40,19,-119,225,237,31,37374,
23346,312,-596,16440,-11,0,21,-113,221,243,31,22997,
23347,360,-632,16464,15,-31,20,-119,225,240,31,18205,
23348,412,-564,16484,-4,-30,38,-119,225,240,31,22997,
23349,340,-600,16472,-7,-86,19,-119,225,240,31,18205,
23350,296,-596,16416,24,-33,22,-112,220,240,31,32582,
23351,516,-624,16404,-28,-45,8,-113,227,231,31,37374,
23352,416,-576,16428,11,-61,7,-113,227,231,31,22997,
23353,376,-588,16396,-20,-37,51,-113,227,231,31,37374,
23354,372,-612,16492,32,-40,-9,-120,213,236,31,18205,
23355,340,-644,16456,27,-56,13,-114,225,240,31,42166,
23356,320,-564,16548,29,-12,38,-112,228,235,31,51751,
23357,364,-628,16524,24,-31,-11,-112,223,235,31,22997,
23358,356,-632,16484,8,-34,9,-112,223,235,31,22997,
23359,372,-648,16392,15,-69,-43,-110,229,238,31,37374,
23360,392,-620,16516,24,-35,21,-119,223,230,31,51751,
23361,276,-656,16428,-29,-52,31,-119,220,235,31,51751,
23362,464,-588,16436,-8,-56,36,-106,231,227,31,51751,
23363,380,-464,16400,2,-52,1,-106,231,227,31,18205,
23364,348,-628,16364,13,-21,10,-118,224,233,31,37374,
23365,420,-588,16464,20,-57,6,-114,231,240,31,32582,
23366,316,-636,16492,10,-65,-6,-118,227,238,31,32582,
23367,288,-628,16452,46,-58,10,-118,227,238,31,0862,
23368,368,-644,16480,-1,-24,26,-114,228,232,31,37374,
23369,356,-528,16368,21,-28,7,-114,228,232,31,51751,
23370,352,-580,16460,32,-49,-4,-117,228,235,31,32582,
23371,340,-600,16380,35,-72,25,-114,223,242,31,51751,
23372,396,-652,16460,40,-36,-4,-114,223,242,31,37374,
23373,412,-588,16500,30,-25,-10,-114,223,242,31,42166,
23374,308,-624,16456,-12,-47,22,-119,225,232,31,42166,
23375,404,-580,16548,5,-53,2,-120,224,241,31,18205,
23376,360,-576,16476,33,-33,7,-120,224,241,31,32582,
23377,412,-588,16376,20,-33,40,-120,224,241,31,22997,
23378,420,-536,16424,12,-43,4,-109,223,237,31,37374,
23379,388,-536,16476,20,-68,20,-122,228,232,31,32582,
23380,348,-600,16532,7,-6,-5,-113,224,238,31,37374,
23381,372,-572,16464,21,-38,34,-119,223,245,31,56543,
23382,396,-540,16464,54,-25,-3,-119,223,245,31,22997,
23383,372,-556,16480,7,-33,-5,-117,228,232,31,32582,
23384,332,-532,16560,49,-28,7,-118,229,238,31,37374,
23385,432,-652,16444,27,-8,20,-114,223,227,31,18205,
23386,324,-568,16456,-19,-51,31,-119,220,230,31,37374,
23387,348,-588,16476,28,-36,12,-119,220,230,31,18205,
23388,328,-636,16376,0,-59,11,-122,228,242,31,18205,
23389,316,-596,16472,-17,-53,29,-122,228,242,31,18205,
23390,400,-496,16488,1,-15,-18,-124,228,240,31,37374,
23391,264,-628,16400,7,-40,17,-122,223,232,31,37374,
23392,292,-572,16444,21,-35,14,-122,223,232,31,22997,
23393,316,-672,16460,29,-53,-15,-122,223,232,31,51751,
23394,360,-556,16420,17,-25,-14,-114,217,235,31,37374,
23395,276,-596,16356,34,-9,23,-118,216,238,31,18205,
23396,352,-648,16444,24,-46,1,-118,216,238,31,0862,
23397,332,-640,16368,11,7,29,-118,216,238,31,37374,
23398,436,-600,16408,27,-51,8,-119,223,237,31,18205,
23399,296,-472,16548,-18,-38,-18,-110,213,241,31,32582,
23400,392,-612,16404,26,-47,0,-110,213,241,31,32582,
23401,436,-604,16468,-17,-44,15,-110,213,241,31,22997,
23402,308,-628,16468,45,-16,35,-120,221,243,31,18205,
23403,284,-652,16444,17,-27,21,-119,225,237,31,51751,
23404,360,-652,16444,33,-34,6,-114,225,240,31,18205,
23405,428,-664,16400,10,-27,17,-119,228,235,31,32582,
23406,364,-504,16412,-17,-30,21,-119,228,235,31,22997,
23407,304,-664,16424,20,-52,49,-112,220,232,31,37374,
23408,380,-568,16528,-7,-49,17,-109,223,242,31,32582,
23409,380,-632,16372,-6,-18,47,-114,233,235,31,37374,
23410,400,-556,16416,35,-46,23,-110,224,243,31,32582,
23411,416,-604,16476,26,-43,49,-110,224,243,31,22997,
23412,448,-620,16492,10,-38,16,-108,219,241,31,37374,
23413,336,-652,16508,1,-51,27,-108,219,241,31,18205,
23414,372,-544,16552,18,0,19,-123,229,236,31,18205,
23415,360,-476,16416,23,-47,-11,-115,219,228,31,37374,
23416,284,-692,16484,34,-56,36,-115,219,228,31,18205,
23417,436,-588,16440,14,-46,1,-115,219,228,31,32582,
23418,416,-560,16424,-5,-58,2,-115,229,231,31,22997,
23419,320,-544,16432,52,-32,5,-115,221,241,31,42166,
23420,336,-604,16392,32,-32,48,-115,221,241,31,37374,
23421,400,-744,16424,-8,-8,21,-115,221,241,31,18205,
23422,324,-512,16484,42,-45,23,-118,213,241,31,37374,
23423,336,-568,16484,10,-24,28,-112,223,240,31,37374,
23424,332,-524,16392,34,-55,8,-122,236,237,31,42166,
23425,268,-592,16416,22,-52,34,-110,216,238,31,18205,
23426,340,-460,16536,5,-17,14,-110,216,238,31,32582,
23427,360,-548,16472,-37,-27,-17,-120,213,231,31,51751,
23428,372,-584,16512,26,-44,-12,-118,213,236,31,18205,
23429,328,-568,16508,-8,-12,-11,-122,223,235,31,32582,
23430,332,-536,16468,12,-50,48,-122,223,235,31,37374,
23431,308,-620,16420,7,-48,11,-115,227,233,31,32582,
23432,384,-608,16488,8,-31,6,-122,215,232,31,22997,
23433,264,-636,16548,-13,-44,24,-122,215,232,31,32582,
23434,464,-528,16524,-4,-16,33,-113,219,228,31,37374,
23435,388,-552,16408,-8,-75,-12,-113,219,228,31,37374,
23436,432,-568,16416,11,-16,40,-108,224,233,31,37374,
23437,352,-616,16456,10,-39,8,-108,224,233,31,51751,
23438,416,-556,16404,20,-57,13,-113,229,233,31,42166,
23439,344,-660,16444,27,-46,21,-124,225,250,31,22997,
23440,496,-564,16440,-11,-40,26,-124,225,250,31,37374,
23441,316,-552,16472,-8,-58,36,-124,225,250,31,0862,
23442,396,-540,16532,-35,-41,6,-123,224,231,31,37374,
23443,340,-564,16604,15,-39,10,-123,227,238,31,18205,
23444,376,-532,16432,30,-34,12,-123,227,238,31,51751,
23445,332,-636,16544,13,-10,49,-123,227,238,31,42166,
23446,404,-748,16456,-7,-47,2,-115,232,238,31,22997,
23447,372,-624,16592,-2,-31,22,-113,229,241,31,18205,
23448,364,-672,16424,-2,-30,23,-118,232,241,31,37374,
23449,452,-608,16396,-19,-59,14,-120,219,231,31,32582,
23450,348,-636,16448,18,-29,36,-120,219,231,31,22997,
23451,448,-552,16480,-24,-63,24,-110,224,233,31,22997,
23452,412,-532,16532,-3,-55,19,-119,215,232,31,37374,
23453,376,-484,16436,6,-54,18,-117,233,232,31,22997,
23454,364,-556,16352,26,-44,16,-117,228,240,31,37374,
23455,304,-512,16436,-9,-36,8,-117,228,240,31,42166,
23456,304,-640,16412,10,-31,44,-122,225,230,31,22997,
23457,372,-540,16472,17,-42,1,-122,225,230,31,18205,
23458,384,-544,16424,47,-47,17,-126,227,231,31,18205,
23459,308,-628,16452,17,-58,35,-115,221,231,31,22997,
23460,436,-548,16400,19,-50,7,-115,221,231,31,18205,
23461,456,-544,16432,35,-35,22,-115,221,231,31,37374,
23462,312,-588,16440,24,-59,33,-115,219,233,31,0862,
23463,404,-572,16384,1,-27,23,-114,228,225,31,32582,
23464,408,-568,16392,30,-5,3,-114,228,225,31,32582,
23465,388,-500,16424,-16,-44,6,-114,228,225,31,22997,
23466,340,-560,16348,-6,-45,33,-106,228,237,31,18205,
23467,440,-592,16460,49,-21,-29,-120,219,231,31,51751,
23468,328,-672,16444,30,-51,-27,-120,219,231,31,37374,
23469,308,-592,16480,6,-14,22,-120,219,231,31,32582,
23470,340,-628,16420,18,-34,32,-123,219,231,31,37374,
23471,368,-636,16428,-1,-57,19,-112,228,235,31,32582,
23472,348,-620,16508,5,-37,-8,-119,220,235,31,37374,
23473,436,-628,16420,-18,-28,14,-119,217,237,31,37374,
23474,416,-524,16480,-19,-47,-7,-119,217,237,31,51751,
23475,372,-512,16504,-18,-50,-9,-120,221,243,31,22997,
23476,372,-552,16400,-9,-64,21,-120,221,233,31,32582,
23477,392,-564,16620,30,-15,40,-114,212,240,31,37374,
23478,376,-692,16416,13,-33,-3,-120,229,243,31,37374,
23479,312,-636,16468,-12,-31,30,-120,229,243,31,32582,
23480,356,-564,16420,6,-15,32,-117,228,230,31,37374,
23481,264,-616,16400,-3,-6,29,-117,228,230,31,18205,
23482,468,-648,16552,-31,-18,27,-114,223,240,31,42166,
23483,284,-580,16472,-4,8,-8,-120,219,238,31,22997,
23484,364,-584,16500,0,-5,35,-120,219,238,31,32582,
23485,372,-520,16400,80,-52,45,-120,219,238,31,32582,
23486,368,-556,16368,-25,-94,24,-119,225,237,31,22997,
23487,452,-556,16440,30,-37,7,-118,234,233,31,32582,
23488,388,-608,16380,-17,-74,-25,-118,234,233,31,37374,
23489,368,-616,16340,36,-24,20,-118,234,233,31,37374,
23490,484,-532,16528,18,-47,25,-123,224,233,31,37374,
23491,352,-596,16660,-32,-49,21,-119,225,237,31,51751,
23492,400,-644,16364,18,-28,16,-119,225,237,31,37374,
23493,356,-648,16396,46,-22,29,-109,223,242,31,0862,
23494,348,-492,16400,17,-58,36,-109,223,242,31,22997,
23495,428,-496,16468,16,-64,15,-117,225,230,31,37374,
23496,448,-584,16416,14,-32,-3,-124,225,240,31,51751,
23497,388,-604,16440,46,-26,8,-114,228,235,31,37374,
23498,336,-484,16416,39,-46,7,-114,228,235,31,22997,
23499,372,-592,16380,0,-50,12,-118,232,231,31,37374,
23500,312,-624,16488,8,-52,5,-114,217,240,31,22997,
23501,348,-528,16368,0,-66,30,-114,225,250,31,42166,
23502,388,-720,16408,9,-48,37,-115,221,236,31,18205,
23503,380,-584,16380,5,-53,30,-115,221,236,31,42166,
23504,340,-572,16360,-16,-58,5,-122,223,225,31,18205,
23505,376,-672,16544,11,-46,33,-122,223,225,31,37374,
23506,392,-572,16528,30,-20,64,-115,219,238,31,18205,
23507,400,-492,16440,4,-72,-3,-119,220,240,31,37374,
23508,416,-664,16400,-17,-14,-13,-119,220,240,31,32582,
23509,276,-532,16452,17,-60,36,-119,220,240,31,32582,
23510,432,-568,16464,12,-9,49,-114,223,235,31,42166,
23511,424,-540,16416,14,-57,13,-113,219,238,31,37374,
23512,376,-580,16308,-40,-32,11,-113,219,238,31,22997,
23513,356,-576,16348,-15,-36,9,-113,219,238,31,22997,
23514,420,-644,16464,-1,7,8,-118,224,243,31,37374,
23515,296,-568,16580,22,-36,9,-118,224,236,31,18205,
23516,296,-712,16380,-20,-40,12,-118,224,236,31,18205,
23517,400,-536,16376,5,-45,39,-110,227,228,31,32582,
23518,368,-540,16424,0,-22,29,-110,227,228,31,37374,
23519,408,-500,16528,-3,-59,31,-118,229,241,31,18205,
23520,332,-612,16328,48,-55,16,-120,221,243,31,32582,
23521,380,-572,16432,43,-22,4,-117,215,245,31,32582,
23522,420,-580,16508,34,-20,3,-118,219,238,31,42166,
23523,416,-584,16400,9,-68,33,-118,219,238,31,22997,
23524,348,-564,16488,35,-59,21,-126,221,228,31,42166,
23525,372,-568,16500,19,-46,25,-112,225,240,31,37374,
23526,344,-580,16468,-3,-14,32,-113,211,236,31,32582,
23527,316,-600,16352,38,-25,-8,-113,211,236,31,18205,
23528,360,-612,16516,12,-35,13,-114,231,237,31,22997,
23529,352,-636,16488,39,-43,26,-114,231,237,31,51751,
23530,392,-504,16508,21,-31,-5,-117,223,232,31,32582,
23531,360,-548,16384,13,-39,13,-120,232,238,31,37374,
23532,404,-608,16344,36,-26,48,-120,232,238,31,37374,
23533,256,-580,16448,20,-66,11,-120,232,238,31,42166,
23534,376,-596,16472,-6,-45,13,-109,225,242,31,22997,
23535,396,-596,16448,14,-52,1,-118,227,246,31,22997,
23536,292,-612,16356,12,-62,5,-118,227,246,31,51751,
23537,452,-564,16424,-22,-37,22,-118,227,246,31,18205,
23538,368,-556,16340,31,-46,-6,-110,232,236,31,32582,
23539,372,-588,16452,-19,-30,4,-114,228,245,31,22997,
23540,400,-628,16432,7,-30,14,-114,228,245,31,22997,
23541,364,-504,16428,17,-58,16,-113,219,238,31,22997,
23542,356,-604,16428,27,-19,-12,-113,219,238,31,0862,
23543,344,-600,16488,24,-44,-11,-115,227,233,31,22997,
23544,368,-584,16432,-5,-27,-6,-109,228,235,31,22997,
23545,396,-544,16436,-8,-33,33,-119,217,237,31,32582,
23546,316,-616,16416,10,-26,-6,-113,221,236,31,22997,
23547,424,-532,16348,-14,-18,-22,-113,221,236,31,42166,
23548,416,-580,16356,14,-57,4,-117,225,232,31,22997,
23549,244,-616,16408,59,-73,-30,-114,228,242,31,22997,
23550,340,-604,16396,13,-57,32,-113,221,228,31,22997,
23551,336,-656,16400,8,-63,33,-119,225,240,31,18205,
23552,356,-560,16484,5,-66,28,-119,225,240,31,37374,
23553,412,-532,16432,36,-60,17,-119,225,240,31,42166,
23554,312,-532,16384,27,-54,-4,-110,224,248,31,37374,
23555,360,-616,16452,15,-36,16,-115,232,238,31,18205,
23556,360,-592,16372,-37,-41,-10,-115,232,238,31,37374,
23557,268,-684,16520,5,-47,51,-115,232,238,31,0862,
23558,376,-584,16448,9,-38,35,-122,217,240,31,22997,
23559,356,-496,16536,24,-5,40,-115,227,236,31,37374,
23560,272,-524,16568,2,-41,23,-115,227,236,31,32582,
23561,344,-564,16528,40,-33,23,-115,227,236,31,37374,
23562,352,-692,16496,2,-49,-1,-108,216,236,31,37374,
23563,292,-492,16484,-8,-52,33,-110,221,238,31,22997,
23564,280,-572,16516,27,-44,45,-110,221,238,31,18205,
23565,324,-616,16384,0,-37,37,-113,219,236,31,37374,
23566,352,-636,16412,-21,-40,50,-113,219,236,31,22997,
23567,372,-476,16404,20,-36,20,-123,221,236,31,32582,
23568,388,-600,16468,16,-39,24,-106,228,227,31,0862,
23569,396,-692,16488,2,-56,20,-112,220,237,31,0862,
23570,468,-580,16412,40,-43,2,-113,227,241,31,37374,
23571,428,-560,16432,25,-40,19,-113,227,241,31,22997,
23572,324,-600,16396,6,-65,11,-113,229,236,31,22997,
23573,304,-544,16456,-5,-22,8,-117,223,235,31,18205,
23574,468,-628,16460,-22,-50,4,-112,225,230,31,37374,
23575,372,-600,16344,0,-40,29,-124,231,237,31,37374,
23576,404,-584,16492,1,-63,13,-124,231,237,31,22997,
23577,384,-584,16508,44,-53,47,-119,212,237,31,22997,
23578,352,-492,16412,34,-46,23,-108,224,238,31,18205,
23579,296,-504,16420,8,-65,25,-119,231,227,31,22997,
23580,380,-568,16420,-1,-54,27,-119,231,227,31,51751,
23581,280,-520,16392,36,-56,-5,-119,231,227,31,18205,
23582,284,-636,16468,-3,-68,6,-119,215,230,31,42166,
23583,468,-528,16376,-33,-58,21,-112,231,237,31,18205,
23584,344,-704,16440,5,-47,7,-112,231,237,31,42166,
23585,408,-536,16468,2,-30,39,-120,224,236,31,18205,
23586,360,-584,16420,10,-59,-3,-120,224,236,31,0862,
23587,352,-660,16468,-11,-57,12,-115,227,238,31,37374,
23588,436,-580,16484,29,-72,-3,-115,227,238,31,42166,
23589,312,-632,16376,17,-53,24,-113,221,228,31,18205,
23590,376,-552,16416,26,-43,17,-119,225,232,31,22997,
23591,376,-600,16404,-6,-30,5,-119,225,232,31,32582,
23592,456,-540,16408,36,-8,-8,-120,224,233,31,22997,
23593,216,-540,16440,21,-12,36,-117,223,237,31,37374,
23594,368,-556,16396,59,-22,2,-115,229,236,31,42166,
23595,368,-668,16452,5,-27,18,-115,229,236,31,22997,
23596,420,-588,16508,21,-59,28,-118,219,238,31,37374,
23597,388,-540,16488,-6,-35,46,-112,228,232,31,22997,
23598,508,-564,16488,-23,-46,4,-112,225,237,31,18205,
23599,356,-608,16352,32,-50,40,-112,215,242,31,51751,
23600,300,-660,16368,51,-27,38,-112,215,242,31,22997,
23601,332,-632,16404,19,-34,20,-112,215,242,31,37374,
23602,368,-608,16516,16,-28,32,-109,220,237,31,56543,
23603,312,-528,16412,49,-37,32,-120,224,241,31,22997,
23604,292,-552,16396,13,-85,35,-120,224,241,31,18205,
23605,432,-588,16432,8,-59,10,-120,224,241,31,37374,
23606,352,-572,16556,13,-47,12,-115,227,241,31,51751,
23607,288,-600,16412,11,-13,5,-115,224,236,31,37374,
23608,360,-604,16444,27,-41,3,-115,224,236,31,32582,
23609,380,-628,16428,5,-62,-5,-122,225,230,31,37374,
23610,392,-628,16428,33,-14,4,-122,225,230,31,22997,
23611,312,-548,16476,40,-50,17,-122,228,232,31,37374,
23612,400,-568,16496,23,-30,28,-122,228,232,31,37374,
23613,444,-604,16476,-6,-31,-15,-112,223,237,31,22997,
23614,408,-596,16452,11,-40,30,-115,221,241,31,51751,
23615,404,-616,16408,27,-57,11,-115,221,241,31,37374,
23616,336,-600,16448,-10,-46,-13,-117,223,230,31,37374,
23617,372,-516,16496,18,-38,14,-110,227,231,31,37374,
23618,424,-532,16432,27,-56,8,-122,225,237,31,37374,
23619,376,-648,16412,-11,-25,8,-119,233,232,31,51751,
23620,316,-516,16480,2,-41,21,-119,233,232,31,32582,
23621,384,-532,16416,14,-44,29,-113,221,238,31,37374,
23622,400,-624,16456,-21,-52,26,-113,229,236,31,37374,
23623,376,-600,16448,1,-12,31,-115,221,231,31,22997,
23624,344,-476,16408,13,-38,17,-115,221,231,31,22997,
23625,304,-572,16452,0,-34,20,-115,221,231,31,32582,
23626,436,-608,16480,2,-45,21,-117,223,237,31,22997,
23627,400,-516,16384,21,-71,11,-113,232,233,31,37374,
23628,440,-560,16352,-6,-21,11,-113,232,233,31,32582,
23629,336,-740,16460,12,-33,36,-113,232,233,31,22997,
23630,492,-560,16464,-22,-83,16,-117,223,237,31,37374,
23631,396,-572,16436,8,-52,9,-115,234,233,31,18205,
23632,408,-604,16452,-27,-33,29,-115,234,233,31,32582,
23633,420,-564,16432,-6,-50,-8,-120,229,228,31,32582,
23634,444,-588,16432,13,-46,14,-120,229,228,31,51751,
23635,392,-436,16404,-14,-5,13,-117,225,235,31,51751,
23636,340,-576,16480,7,-37,29,-117,225,235,31,51751,
23637,480,-544,16464,-8,-65,10,-119,228,242,31,32582,
23638,356,-612,16440,-12,-21,20,-118,224,236,31,37374,
23639,324,-612,16456,6,-33,-3,-118,224,236,31,37374,
23640,424,-600,16536,23,-43,35,-118,224,228,31,42166,
23641,340,-624,16400,-11,-19,-14,-113,219,241,31,32582,
23642,388,-656,16472,25,-47,20,-114,231,225,31,51751,
23643,428,-588,16316,8,-22,56,-115,224,238,31,22997,
23644,292,-588,16504,24,-23,16,-115,224,238,31,56543,
23645,336,-556,16440,7,-68,21,-115,224,238,31,51751,
23646,284,-636,16456,26,-48,18,-126,224,231,31,0862,
23647,372,-592,16364,46,-47,31,-114,228,247,31,22997,
23648,372,-600,16432,17,-60,-11,-114,228,247,31,32582,
23649,336,-600,16460,29,-40,-17,-114,228,247,31,03828,
23650,328,-616,16408,21,-10,8,-127,225,242,31,56543,
23651,436,-556,16464,-6,-44,29,-118,224,228,31,37374,
23652,392,-516,16476,14,-65,14,-118,224,228,31,0862,
23653,376,-592,16464,9,-33,-4,-120,211,236,31,51751,
23654,356,-604,16400,-19,-12,8,-120,211,236,31,18205,
23655,388,-556,16448,12,-31,14,-105,229,238,31,56543,
23656,288,-500,16548,-3,-28,0,-105,229,238,31,18205,
23657,432,-576,16396,30,-56,13,-112,225,232,31,51751,
23658,372,-616,16472,-10,-46,42,-112,225,232,31,03828,
23659,396,-580,16384,32,-42,10,-109,223,237,31,18205,
23660,396,-596,16460,26,-25,-14,-122,225,235,31,22997,
23661,356,-572,16476,-11,-31,25,-120,221,238,31,37374,
23662,444,-572,16420,6,-44,36,-115,224,231,31,56543,
23663,472,-616,16460,-23,-65,13,-115,224,231,31,51751,
23664,396,-512,16380,0,-44,34,-118,221,241,31,56543,
23665,260,-632,16488,1,-47,42,-117,223,237,31,22997,
23666,296,-604,16432,-31,-56,8,-120,221,238,31,22997,
23667,404,-512,16372,11,-22,0,-114,217,230,31,22997,
23668,368,-588,16412,20,-50,0,-114,217,230,31,51751,
23669,380,-588,16452,34,-50,9,-114,217,230,31,37374,
23670,384,-508,16384,27,-62,14,-122,220,237,31,18205,
23671,360,-500,16408,27,-35,23,-114,225,230,31,22997,
23672,360,-564,16440,5,-20,32,-114,225,230,31,18205,
23673,396,-572,16468,33,-59,-22,-114,225,230,31,37374,
23674,356,-580,16456,7,-18,23,-126,234,241,31,0862,
23675,332,-656,16464,2,-14,18,-124,225,237,31,22997,
23676,388,-556,16440,11,-14,-19,-124,225,237,31,37374,
23677,376,-616,16452,23,-69,39,-114,220,235,31,37374,
23678,380,-596,16536,24,-24,64,-114,220,235,31,22997,
23679,312,-436,16520,5,-50,-8,-113,224,233,31,22997,
23680,328,-632,16516,-2,-41,23,-113,224,233,31,22997,
23681,428,-584,16500,23,-10,19,-118,227,236,31,37374,
23682,348,-572,16404,-18,-43,21,-115,227,241,31,37374,
23683,280,-584,16440,6,-58,58,-115,227,241,31,22997,
23684,376,-576,16340,10,-57,3,-117,215,235,31,37374,
23685,412,-552,16460,27,-53,22,-115,221,243,31,32582,
23686,412,-552,16448,4,-91,7,-119,228,240,31,18205,
23687,360,-552,16456,2,-17,5,-119,228,240,31,22997,
23688,376,-628,16404,-19,-39,23,-119,228,240,31,37374,
23689,428,-584,16492,4,-27,13,-122,223,230,31,32582,
23690,376,-676,16524,25,-63,49,-115,219,233,31,0862,
23691,388,-584,16436,28,-64,17,-124,217,227,31,32582,
23692,372,-552,16384,19,-84,-7,-124,217,227,31,32582,
23693,264,-560,16440,6,-58,9,-124,217,227,31,37374,
23694,356,-600,16448,-15,-50,15,-118,227,238,31,32582,
23695,416,-584,16476,21,-47,-11,-118,224,243,31,42166,
23696,444,-596,16452,-3,-40,55,-118,224,243,31,22997,
23697,248,-584,16408,8,-16,28,-118,224,243,31,37374,
23698,360,-620,16476,36,-36,-11,-117,225,240,31,37374,
23699,432,-496,16460,16,-28,31,-114,231,240,31,22997,
23700,388,-608,16448,1,-74,38,-114,231,240,31,18205,
23701,408,-532,16452,20,-21,11,-112,220,232,31,32582,
23702,380,-544,16380,9,-64,-3,-112,220,232,31,37374,
23703,412,-508,16468,-8,-61,18,-113,224,243,31,22997,
23704,472,-508,16472,-9,-22,20,-113,224,243,31,18205,
23705,360,-548,16504,10,-34,5,-113,227,233,31,0862,
23706,412,-676,16432,-14,-47,33,-115,221,238,31,32582,
23707,296,-508,16368,-29,-56,40,-115,221,238,31,18205,
23708,344,-616,16428,-11,-36,19,-115,221,238,31,18205,
23709,316,-644,16512,18,-22,44,-115,227,236,31,18205,
23710,384,-596,16420,-1,-55,-2,-120,224,241,31,37374,
23711,480,-612,16424,-3,-50,7,-113,221,231,31,18205,
23712,392,-604,16400,-15,2,19,-113,221,231,31,37374,
23713,400,-620,16464,14,-58,24,-124,233,240,31,32582,
23714,500,-644,16456,10,-65,38,-115,219,241,31,22997,
23715,360,-508,16392,24,-22,3,-117,217,240,31,22997,
23716,364,-592,16448,-6,-48,19,-120,227,246,31,37374,
23717,428,-612,16356,36,-44,-4,-120,227,246,31,42166,
23718,488,-532,16340,23,-36,-14,-119,233,232,31,32582,
23719,384,-608,16440,16,-58,5,-119,220,237,31,37374,
23720,428,-592,16460,-14,-74,18,-119,220,237,31,37374,
23721,308,-516,16384,12,-74,12,-120,229,238,31,22997,
23722,368,-524,16508,-5,-37,1,-120,229,238,31,22997,
23723,408,-596,16464,16,-71,8,-120,224,238,31,22997,
23724,408,-496,16468,23,-46,29,-120,224,238,31,18205,
23725,408,-532,16316,-13,-67,18,-119,225,242,31,42166,
23726,328,-496,16472,-2,-33,13,-119,225,242,31,37374,
23727,432,-576,16428,-8,-57,23,-114,220,245,31,37374,
23728,336,-604,16464,27,-22,17,-114,220,245,31,32582,
23729,336,-564,16544,32,-47,64,-115,219,233,31,22997,
23730,348,-572,16384,-5,-59,43,-113,227,243,31,32582,
23731,368,-576,16460,0,-28,23,-113,227,243,31,22997,
23732,348,-664,16460,1,-33,21,-113,229,238,31,37374,
23733,376,-568,16524,17,-53,-1,-123,221,236,31,37374,
23734,316,-592,16516,26,-12,18,-112,223,227,31,18205,
23735,348,-596,16468,29,-41,19,-109,233,242,31,37374,
23736,384,-572,16348,-19,-32,7,-109,233,242,31,18205,
23737,464,-572,16416,0,-41,32,-110,229,233,31,37374,
23738,356,-596,16436,19,-65,17,-120,234,236,31,32582,
23739,352,-532,16444,17,-71,39,-104,231,232,31,32582,
23740,364,-604,16396,0,-39,0,-104,231,232,31,37374,
23741,344,-512,16400,13,-44,17,-104,231,232,31,32582,
23742,400,-604,16512,-2,-91,13,-109,231,235,31,22997,
23743,404,-660,16436,31,-37,14,-112,231,235,31,18205,
23744,344,-716,16480,-3,-44,15,-112,231,235,31,42166,
23745,316,-612,16400,17,-44,40,-122,225,235,31,18205,
23746,436,-480,16516,9,-27,7,-122,225,235,31,32582,
23747,356,-580,16460,-1,-62,-8,-113,221,238,31,32582,
23748,376,-520,16588,32,-37,21,-113,221,238,31,18205,
23749,388,-484,16424,31,-36,32,-122,223,232,31,18205,
23750,384,-636,16504,16,-75,14,-110,232,241,31,32582,
23751,340,-436,16476,1,-41,43,-110,232,241,31,18205,
23752,372,-608,16364,38,-30,34,-110,232,241,31,32582,
23753,308,-484,16504,2,-20,6,-112,233,237,31,22997,
23754,448,-616,16412,-1,-24,-5,-113,229,231,31,37374,
23755,288,-496,16512,-10,-34,19,-113,229,231,31,37374,
23756,376,-520,16408,-18,-46,18,-115,213,236,31,32582,
23757,428,-680,16420,18,-51,25,-114,223,237,31,18205,
23758,296,-528,16432,17,-61,16,-112,231,240,31,37374,
23759,256,-568,16396,-6,-31,53,-113,219,236,31,18205,
23760,300,-552,16448,-2,-50,0,-113,219,236,31,22997,
23761,240,-576,16444,-2,-35,10,-124,225,240,31,37374,
23762,420,-536,16416,10,-49,10,-113,219,236,31,18205,
23763,364,-596,16504,28,-37,6,-114,223,230,31,32582,
23764,340,-660,16396,20,-57,26,-114,223,230,31,56543,
23765,316,-572,16340,8,-27,27,-114,223,230,31,32582,
23766,424,-572,16492,-12,-56,16,-120,232,241,31,18205,
23767,308,-592,16388,32,-24,29,-113,224,226,31,32582,
23768,336,-680,16508,4,-38,8,-113,224,226,31,51751,
23769,248,-624,16368,-1,-63,22,-118,216,246,31,32582,
